cuentaId,numeroCuenta,tipoCuenta,saldo,fechaApertura,moneda,activa,limiteCredito,numeroPrestamos,bancosAsociados
CU-0552,67461167,monetaria,35546.45,2015-05-08,GTQ,true,56957.54,5,Banistmo
CU-0553,89513946,corriente,295262.77,2020-03-22,GTQ,true,18486.28,3,G&T Continental
CU-0554,12437415,monetaria,83948.0,2007-02-06,USD,false,86687.72,3,G&T Continental
CU-0555,98802796,ahorro,74410.41,2003-04-15,MXN,true,75189.78,3,Banistmo|Industrial|HSBC
CU-0556,86038301,credito,202694.71,2023-06-21,GTQ,false,42636.25,3,Banrural
CU-0557,90791303,corriente,65491.73,2017-06-19,USD,false,95914.38,5,Davivienda|Citibank|HSBC
CU-0558,66419307,monetaria,118234.33,2009-04-30,MXN,true,90010.92,5,HSBC|Banrural|BAC
CU-0559,90882006,ahorro,314797.62,2017-02-22,GTQ,true,95381.29,5,Citibank|Banrural|Banistmo
CU-0560,26735503,corriente,22363.18,2005-06-06,GTQ,true,2351.9,2,Banistmo|G&T Continental
CU-0561,47955201,credito,399670.22,2012-09-28,GTQ,true,119.06,3,Davivienda|Industrial|G&T Continental
CU-0562,51498353,credito,247954.11,2013-05-10,GTQ,true,92335.72,0,Industrial|Davivienda
CU-0563,56648543,credito,345158.42,2001-07-07,GTQ,true,2305.36,1,Citibank|Davivienda
CU-0564,39607195,credito,99189.51,2017-04-27,MXN,true,61645.87,3,Banrural|BAC
CU-0565,95226879,monetaria,68245.27,2017-01-19,GTQ,true,69472.15,4,BAC|Banrural
CU-0566,59393042,monetaria,54616.04,2023-09-24,GTQ,true,20637.01,2,Banrural
CU-0567,52146187,monetaria,458040.65,2015-01-17,USD,true,28169.3,5,Industrial|G&T Continental
CU-0568,54346554,monetaria,437266.83,2013-02-07,USD,true,25739.79,0,Banrural|Industrial
CU-0569,86421624,corriente,376367.24,2010-11-16,USD,true,25847.87,4,HSBC|Banrural
CU-0570,87164444,monetaria,438475.25,2011-11-01,GTQ,true,83677.15,5,G&T Continental|Banrural|Banistmo
CU-0571,16408122,monetaria,250002.38,2005-10-03,USD,true,93517.93,4,HSBC|BAC|Banrural
CU-0572,31165240,ahorro,483652.76,2019-12-26,GTQ,true,11514.35,3,Davivienda
CU-0573,53865505,monetaria,449568.51,2023-04-06,GTQ,true,70975.54,3,Citibank|Industrial
CU-0574,88598588,corriente,429501.33,2005-08-20,GTQ,false,30177.12,4,HSBC|Industrial
CU-0575,18601785,corriente,361629.02,2010-01-08,GTQ,true,14143.51,5,Banrural|Davivienda
CU-0576,25408026,corriente,366786.35,2020-09-12,GTQ,true,35623.9,5,Banistmo|Banrural|G&T Continental
CU-0577,88161731,monetaria,313816.22,2021-02-21,MXN,true,43024.41,0,Industrial|BAC|G&T Continental
CU-0578,58384982,monetaria,94170.86,2014-09-05,GTQ,true,7247.9,4,Citibank|BAC|Banrural
CU-0579,49812119,corriente,94842.1,2018-04-10,GTQ,true,13573.19,1,HSBC
CU-0580,71407200,monetaria,91147.35,2018-03-28,GTQ,true,30125.78,5,Banistmo|HSBC
CU-0581,98319658,credito,390606.19,2001-04-04,GTQ,true,98857.66,5,G&T Continental|HSBC
CU-0582,47658780,credito,376508.25,2002-04-01,GTQ,true,8967.06,5,Davivienda|G&T Continental
CU-0583,18645137,credito,131379.73,2001-09-07,GTQ,true,5844.54,1,Citibank|BAC|Banrural
CU-0584,31741531,monetaria,210773.22,2015-03-06,GTQ,true,72983.27,1,Industrial
CU-0585,27914921,corriente,311616.05,2010-06-27,GTQ,false,33018.91,4,Industrial
CU-0586,37435603,ahorro,114475.77,2009-11-04,GTQ,true,44097.32,5,Banrural|Citibank|Industrial
CU-0587,71242777,monetaria,466373.75,2000-06-24,GTQ,true,77590.57,4,Citibank|Banistmo|G&T Continental
CU-0588,43436784,ahorro,86367.17,2016-08-09,GTQ,false,90351.15,1,HSBC|Banistmo|Industrial
CU-0589,32901211,corriente,14036.21,2012-02-24,USD,true,13181.0,1,HSBC|Industrial|BAC
CU-0590,88051323,ahorro,44978.92,2007-04-25,MXN,true,13240.28,0,BAC|Industrial
CU-0591,65510726,monetaria,330107.2,2020-09-30,USD,true,83169.7,3,Davivienda|G&T Continental|Banistmo
CU-0592,65555398,ahorro,310960.44,2008-03-15,MXN,false,35976.08,4,Davivienda
CU-0593,30681094,credito,314275.61,2015-03-25,GTQ,true,17987.87,2,BAC|Banistmo|HSBC
CU-0594,56069176,credito,196798.56,2023-12-11,GTQ,true,50713.32,5,Industrial
CU-0595,75158383,corriente,313414.13,2020-03-31,GTQ,true,79442.92,0,Banrural
CU-0596,21536372,ahorro,59172.52,2020-07-16,MXN,false,69688.91,5,Banistmo|Davivienda|Citibank
CU-0597,92435286,ahorro,334639.62,2003-04-26,GTQ,false,82437.92,2,BAC|Banistmo|Citibank
CU-0598,40270833,corriente,175937.15,2011-04-18,USD,true,31833.94,0,Banrural|Davivienda
CU-0599,33555599,corriente,452610.68,2017-05-24,USD,true,55755.63,1,BAC
CU-0600,58414556,monetaria,74401.59,2005-01-25,GTQ,true,32050.27,2,Banistmo|Davivienda|Banrural
CU-0601,36212551,ahorro,346024.22,2008-10-08,GTQ,true,30204.19,0,Davivienda|HSBC
CU-0602,90425989,monetaria,5377.66,2020-11-03,GTQ,true,86018.14,4,Banistmo|Davivienda|HSBC
CU-0603,56890422,ahorro,305844.76,2014-01-18,GTQ,true,49683.52,4,G&T Continental|Industrial|Banistmo
CU-0604,95182735,corriente,79559.14,2014-03-14,GTQ,true,45235.05,3,Citibank|Banistmo
CU-0605,32883633,corriente,455980.29,2006-11-21,GTQ,true,39936.75,4,G&T Continental
CU-0606,91146225,corriente,13402.37,2016-07-18,GTQ,true,15090.94,2,Banrural
CU-0607,53295997,credito,108792.33,2006-10-20,GTQ,true,66484.05,4,Industrial|Davivienda
CU-0608,42797947,credito,334021.72,2006-11-30,USD,true,62242.3,2,G&T Continental|BAC|Industrial
CU-0609,60597830,ahorro,167279.86,2011-08-17,USD,false,66882.32,2,Industrial
CU-0610,37482786,ahorro,111129.17,2001-10-24,GTQ,true,85166.77,1,G&T Continental|BAC|Citibank
CU-0611,21235092,corriente,425177.12,2004-03-26,MXN,true,7626.94,5,Banrural|Citibank
CU-0612,59994691,corriente,434799.97,2018-09-17,GTQ,true,29795.43,0,Banrural
CU-0613,81247910,monetaria,130703.01,2002-08-16,GTQ,true,75007.66,5,BAC
CU-0614,62112332,corriente,284793.64,2022-07-16,MXN,true,63828.09,3,Citibank
CU-0615,79898039,monetaria,387857.16,2017-05-23,USD,true,87021.63,5,Banrural|HSBC
CU-0616,68430937,corriente,108464.62,2008-02-01,GTQ,true,93016.2,1,Banrural
CU-0617,35945352,corriente,8062.43,2002-11-13,GTQ,true,25293.56,1,HSBC
CU-0618,75175799,ahorro,44568.82,2020-01-11,GTQ,true,58812.75,4,HSBC|Davivienda|Citibank
CU-0619,80712066,ahorro,325669.69,2023-01-16,USD,true,54955.27,0,Banistmo
CU-0620,66673212,credito,9978.85,2007-07-17,USD,false,34783.55,1,G&T Continental|HSBC|Davivienda
CU-0621,35956606,credito,93870.31,2004-04-27,GTQ,true,32663.75,1,Industrial|HSBC
CU-0622,41533557,ahorro,467626.44,2007-04-05,MXN,true,61594.44,5,BAC|Davivienda|Industrial
CU-0623,63433094,credito,81589.06,2020-07-07,USD,true,85779.46,1,Industrial|Banistmo|HSBC
CU-0624,91794133,credito,336424.06,2009-02-21,GTQ,true,90012.83,0,Citibank|Davivienda|BAC
CU-0625,94705607,credito,88105.08,2020-05-27,GTQ,true,30470.28,0,Banrural
CU-0626,35484177,corriente,331743.92,2007-01-13,GTQ,true,60877.38,0,Industrial|G&T Continental|Banrural
CU-0627,71885996,ahorro,263941.67,2014-08-05,USD,true,94097.45,0,Davivienda|Industrial
CU-0628,61760093,ahorro,325146.63,2018-12-14,USD,true,82552.18,1,Banrural
CU-0629,97803786,monetaria,123304.82,2003-05-14,USD,true,44459.47,3,Davivienda
CU-0630,77534062,ahorro,175847.82,2018-10-17,GTQ,true,24694.98,5,Citibank|Davivienda
CU-0631,76770443,corriente,367079.33,2000-09-29,MXN,true,15067.53,3,Citibank|Davivienda
CU-0632,63586934,credito,381741.54,2015-11-16,GTQ,true,32367.28,1,G&T Continental|Davivienda
CU-0633,53775151,corriente,300973.16,2019-07-09,USD,false,44433.76,2,BAC
CU-0634,69733842,monetaria,313514.49,2006-05-27,USD,true,59026.57,2,Davivienda
CU-0635,87053633,credito,241957.82,2000-03-04,GTQ,true,30699.35,5,HSBC|Davivienda
CU-0636,57237034,monetaria,202516.87,2003-05-18,MXN,true,60826.26,4,Banrural|Industrial
CU-0637,72014406,corriente,144132.12,2020-07-23,GTQ,true,20625.79,5,Banrural|Industrial|G&T Continental
CU-0638,88420719,ahorro,132243.16,2014-03-05,GTQ,true,66288.13,4,BAC|G&T Continental
CU-0639,32937991,ahorro,417764.98,2001-05-29,GTQ,true,45868.09,3,HSBC|Davivienda
CU-0640,90776162,ahorro,8548.13,2008-01-14,GTQ,true,35856.93,0,BAC
CU-0641,84662900,corriente,437404.48,2001-11-05,GTQ,true,81480.35,4,Davivienda
CU-0642,45153165,ahorro,276442.77,2018-08-29,MXN,true,14937.73,3,BAC|Davivienda
CU-0643,10084808,corriente,22485.1,2015-06-22,USD,true,40329.71,4,Citibank|Davivienda|Banrural
CU-0644,12320274,monetaria,193394.98,2004-05-09,GTQ,true,19158.19,3,HSBC|Industrial|Banistmo
CU-0645,86434610,ahorro,251078.13,2021-07-10,MXN,true,65362.77,4,G&T Continental|Industrial
CU-0646,96266975,ahorro,15130.62,2009-02-25,GTQ,true,12287.52,1,HSBC|G&T Continental
CU-0647,43831592,corriente,300527.22,2001-12-09,GTQ,true,34294.41,3,Banistmo|Davivienda|G&T Continental
CU-0648,32123737,monetaria,469969.26,2016-12-12,GTQ,true,11682.92,2,Banistmo|Davivienda|Industrial
CU-0649,28378033,monetaria,466185.67,2007-12-30,GTQ,true,12488.42,0,Industrial|Banrural
CU-0650,95255405,monetaria,219508.2,2001-04-26,GTQ,true,90076.66,2,HSBC|Citibank|G&T Continental
CU-0651,59978040,corriente,300191.53,2014-08-20,GTQ,true,81778.12,4,Citibank
CU-0652,10819619,credito,415133.57,2006-02-25,GTQ,true,21816.14,1,BAC|Davivienda|Citibank
CU-0653,43438582,credito,63426.76,2008-04-16,MXN,true,6798.95,5,Industrial|Banistmo
CU-0654,95911762,corriente,316470.32,2020-10-12,GTQ,true,27069.99,5,Industrial|HSBC|G&T Continental
CU-0655,84582785,monetaria,356038.93,2014-05-30,GTQ,true,58445.59,2,Citibank
CU-0656,28782845,monetaria,50252.28,2005-03-09,MXN,true,36824.34,0,Banrural|BAC
CU-0657,55095578,ahorro,264311.05,2002-02-11,GTQ,true,25832.64,3,HSBC|Industrial
CU-0658,40913171,monetaria,319133.6,2015-12-30,USD,true,87384.5,5,HSBC|BAC|Industrial
CU-0659,25982981,monetaria,290080.77,2020-08-10,GTQ,true,90130.2,1,Citibank
CU-0660,41053688,credito,255027.83,2001-05-11,GTQ,true,21777.32,0,Industrial
CU-0661,42164731,corriente,213275.57,2001-09-05,GTQ,true,88962.44,4,Citibank
CU-0662,33365734,credito,271424.18,2008-10-21,GTQ,true,43479.49,2,Banrural|G&T Continental|Davivienda
CU-0663,26405048,credito,345600.51,2018-04-30,GTQ,true,92658.22,5,Davivienda
CU-0664,78700401,ahorro,50314.35,2004-10-25,GTQ,true,18799.15,2,Davivienda|BAC
CU-0665,74315902,credito,371024.53,2007-04-17,GTQ,true,93214.24,2,Industrial
CU-0666,63157438,corriente,293624.22,2011-07-11,EUR,true,43001.16,2,BAC
CU-0667,14956822,ahorro,23636.22,2015-04-07,GTQ,true,53129.17,1,Citibank|Banrural|BAC
CU-0668,21406410,credito,331617.35,2013-01-11,MXN,true,29480.9,2,HSBC|Davivienda|Citibank
CU-0669,92553587,credito,291210.88,2019-08-25,GTQ,true,37093.53,3,Citibank|Banistmo
CU-0670,79779701,corriente,472696.65,2004-12-26,USD,false,14345.92,3,Davivienda|Citibank|HSBC
CU-0671,91765803,ahorro,409910.84,2013-06-03,GTQ,true,60843.59,3,Davivienda
CU-0672,11931219,monetaria,375181.69,2023-09-26,GTQ,true,92544.05,0,Industrial|Davivienda
CU-0673,76617592,corriente,261297.68,2017-07-19,MXN,true,18222.52,1,BAC|Banrural|HSBC
CU-0674,77481652,monetaria,375868.74,2005-02-12,USD,true,60975.46,3,Banrural|G&T Continental|Banistmo
CU-0675,87368164,ahorro,443697.74,2001-01-06,USD,true,91691.99,5,G&T Continental|Banistmo|BAC
CU-0676,69766468,credito,288334.64,2016-08-12,GTQ,true,42522.54,3,Industrial|Banrural|G&T Continental
CU-0677,22003127,monetaria,372129.02,2000-12-04,USD,true,74900.23,5,Industrial|Banrural
CU-0678,62957459,ahorro,372937.47,2005-06-14,GTQ,true,58449.3,0,G&T Continental
CU-0679,86974571,credito,153340.57,2014-02-19,GTQ,true,42659.19,4,Citibank
CU-0680,81808026,ahorro,427720.42,2005-07-08,GTQ,true,87931.96,2,Davivienda
CU-0681,37727245,credito,34374.24,2015-05-25,MXN,true,53092.96,1,Banistmo|Banrural
CU-0682,69038459,ahorro,108125.0,2015-08-22,GTQ,true,56834.99,1,Industrial|Banistmo
CU-0683,93038086,ahorro,352009.41,2014-12-23,GTQ,true,97657.22,3,Citibank
CU-0684,94942254,monetaria,224906.56,2011-01-18,GTQ,true,38583.4,3,Davivienda
CU-0685,86249067,corriente,178212.71,2005-03-10,GTQ,true,39288.74,5,BAC|Citibank|Banrural
CU-0686,78190403,corriente,235504.16,2008-02-25,GTQ,true,54470.23,3,Banistmo|Industrial|BAC
CU-0687,56052172,corriente,147140.13,2023-05-19,GTQ,true,25642.47,5,Banistmo|BAC|Davivienda
CU-0688,24071803,credito,479429.27,2014-07-03,USD,true,53541.32,5,Banistmo|Davivienda
CU-0689,45648360,ahorro,487644.11,2005-07-31,GTQ,true,54686.29,1,Industrial|BAC
CU-0690,45441367,corriente,243046.5,2009-05-09,GTQ,true,50911.01,0,HSBC|Citibank
CU-0691,46317732,credito,57587.65,2010-04-24,GTQ,true,92656.5,4,BAC|Industrial
CU-0692,76477652,credito,129693.93,2000-02-28,GTQ,true,53658.11,2,Davivienda|Banistmo|G&T Continental
CU-0693,52936392,monetaria,55498.86,2010-08-21,USD,true,53763.76,3,Davivienda
CU-0694,26547150,credito,132573.97,2008-10-25,GTQ,true,80604.41,4,Banrural
CU-0695,61505711,monetaria,387717.66,2001-07-29,GTQ,true,59064.76,4,Davivienda
CU-0696,37587974,credito,221315.33,2016-02-10,MXN,true,23403.64,3,Davivienda|Industrial
CU-0697,11868922,monetaria,46693.69,2000-05-18,USD,true,11271.71,2,Banistmo
CU-0698,13112785,corriente,272248.03,2017-10-04,GTQ,true,16685.87,0,Banrural|Citibank
CU-0699,32868779,corriente,447166.56,2001-07-24,USD,true,46182.53,0,HSBC|BAC
CU-0700,12641440,ahorro,353491.69,2022-03-11,USD,true,27211.14,4,G&T Continental
CU-0701,46335771,monetaria,498914.23,2010-10-10,USD,true,5949.72,3,HSBC|BAC|Citibank
CU-0702,29386792,corriente,375201.75,2020-11-19,GTQ,true,55802.09,1,Banistmo|G&T Continental|HSBC
CU-0703,64609682,corriente,91257.79,2016-09-27,GTQ,true,29854.73,1,HSBC
CU-0704,11877542,monetaria,416107.06,2009-08-06,GTQ,true,53356.94,4,BAC
CU-0705,35826028,monetaria,190977.24,2019-05-12,GTQ,true,5026.05,0,Banistmo
CU-0706,70216892,corriente,27573.32,2006-10-17,USD,false,33522.12,1,Banistmo|Citibank
CU-0707,28192133,ahorro,285406.24,2008-10-25,GTQ,true,3117.73,2,Davivienda|HSBC
CU-0708,52008603,ahorro,29496.21,2022-03-14,GTQ,true,79794.13,0,Davivienda
CU-0709,39016246,credito,44282.36,2001-07-21,USD,true,9352.42,1,Banistmo|HSBC|BAC
CU-0710,78359248,credito,442242.05,2017-06-27,GTQ,true,2495.17,2,HSBC|Citibank
CU-0711,64695425,ahorro,499396.2,2004-12-22,GTQ,true,99281.0,0,BAC|Industrial
CU-0712,44471853,monetaria,122061.64,2002-05-31,MXN,true,22558.29,2,G&T Continental|Banrural
CU-0713,58391653,corriente,45967.91,2017-10-27,GTQ,true,21467.38,4,Banrural|Davivienda
CU-0714,99163380,ahorro,291462.19,2013-09-07,USD,true,84257.01,1,BAC|Banrural
CU-0715,34512392,credito,320597.17,2015-11-03,GTQ,true,13055.0,3,Davivienda
CU-0716,90890057,monetaria,359960.15,2001-01-29,MXN,true,27034.84,2,Citibank|HSBC|Banistmo
CU-0717,57077616,ahorro,190823.6,2005-11-23,GTQ,true,11044.01,4,Banrural|Davivienda|Industrial
CU-0718,82543688,credito,496680.55,2012-10-22,USD,true,88489.61,2,Banistmo|Davivienda
CU-0719,78946993,credito,63014.31,2020-10-17,GTQ,false,967.16,4,HSBC|Industrial
CU-0720,44737951,ahorro,255341.51,2010-05-08,GTQ,true,97642.16,4,BAC
CU-0721,75860061,monetaria,309665.47,2005-11-10,GTQ,true,5035.19,4,Industrial|Davivienda|HSBC
CU-0722,93930001,corriente,416719.66,2014-08-16,MXN,true,26901.55,3,Davivienda|BAC
CU-0723,77668509,corriente,58192.81,2023-09-04,GTQ,true,18749.17,5,G&T Continental
CU-0724,18847372,corriente,99250.58,2022-01-20,USD,true,86621.99,2,BAC|Banrural
CU-0725,39233159,ahorro,30010.23,2000-10-24,GTQ,true,79327.94,5,Banistmo|Industrial|Banrural
CU-0726,89690930,ahorro,305899.31,2000-02-25,GTQ,true,77814.49,0,HSBC
CU-0727,25986801,credito,399059.77,2001-01-14,GTQ,true,9234.53,4,G&T Continental|Banistmo|Banrural
CU-0728,28637972,credito,100371.53,2020-06-27,USD,true,53193.25,4,Davivienda|Citibank|Banistmo
CU-0729,92916480,ahorro,193796.39,2015-02-09,GTQ,true,95095.49,4,Davivienda|G&T Continental
CU-0730,62144644,corriente,19835.55,2001-01-12,MXN,true,97244.08,4,Industrial|Banrural
CU-0731,68325929,ahorro,445104.47,2010-12-16,MXN,true,9612.13,0,Banrural|Citibank
CU-0732,91084829,monetaria,346998.59,2014-10-16,GTQ,true,96285.28,2,BAC
CU-0733,35382259,monetaria,402362.39,2000-07-16,GTQ,true,76263.91,2,Banistmo|BAC
CU-0734,69925222,monetaria,187218.44,2011-03-26,GTQ,true,27333.82,3,Davivienda|Banrural
CU-0735,17203266,ahorro,28809.37,2006-03-10,GTQ,true,1603.2,1,Banrural|Citibank|HSBC
CU-0736,30428950,corriente,326135.44,2023-01-10,GTQ,true,28898.6,0,Banistmo
CU-0737,28889590,ahorro,265204.66,2022-06-19,EUR,true,68882.72,1,Industrial|Banistmo
CU-0738,58118532,corriente,205498.71,2007-03-02,MXN,true,99574.58,0,HSBC
CU-0739,21702433,corriente,309687.35,2006-04-04,GTQ,true,54895.21,5,Banrural|Citibank
CU-0740,33714848,monetaria,172648.76,2000-10-20,GTQ,true,39758.27,0,Davivienda
CU-0741,90747404,corriente,109141.17,2011-11-12,GTQ,false,8525.3,4,G&T Continental
CU-0742,71509466,ahorro,14327.17,2007-11-19,GTQ,true,56779.83,5,Banrural|G&T Continental
CU-0743,22022056,corriente,14197.22,2011-11-12,MXN,true,1152.83,5,Banistmo|Davivienda
CU-0744,53634492,corriente,477838.0,2011-08-07,GTQ,true,97064.5,2,G&T Continental|Banrural|Industrial
CU-0745,66232116,corriente,425991.18,2013-06-13,GTQ,true,10707.09,0,Industrial|BAC
CU-0746,59117104,credito,359448.84,2009-03-12,MXN,true,84534.43,2,Citibank
CU-0747,84938356,credito,41078.62,2018-05-20,GTQ,true,31785.03,0,G&T Continental|Banistmo|Industrial
CU-0748,99681400,corriente,196817.67,2000-03-03,GTQ,true,70359.24,3,Banistmo|Banrural
CU-0749,27451259,monetaria,491774.32,2019-10-28,EUR,true,54577.76,4,HSBC|Industrial
CU-0750,72690620,ahorro,331026.93,2002-09-11,USD,true,3649.94,0,HSBC|Davivienda|Banistmo
CU-0751,74877175,monetaria,486763.93,2005-08-19,GTQ,true,81169.5,2,HSBC
CU-0752,66274290,credito,273615.72,2004-12-14,GTQ,true,63719.82,2,Citibank|Banrural|G&T Continental
CU-0753,44464147,corriente,8104.55,2017-12-05,USD,true,28305.49,0,Banrural
CU-0754,92202870,credito,386942.09,2003-08-08,GTQ,true,252.15,5,Industrial|G&T Continental
CU-0755,40245603,monetaria,338422.69,2012-11-23,GTQ,true,80629.16,5,HSBC
CU-0756,88743726,credito,268188.59,2018-03-05,GTQ,true,1828.65,0,BAC
CU-0757,34393379,ahorro,80079.43,2016-08-23,GTQ,true,27896.59,5,Industrial
CU-0758,13933599,ahorro,353970.65,2002-04-14,GTQ,true,52789.26,0,Davivienda
CU-0759,29096178,ahorro,356621.75,2022-08-30,GTQ,true,20263.58,0,Industrial|BAC|HSBC
CU-0760,69957986,ahorro,39631.04,2012-05-19,GTQ,false,29781.4,3,Industrial
CU-0761,24352951,credito,373643.04,2020-12-06,USD,true,4558.72,5,Banistmo
CU-0762,30882678,monetaria,341713.33,2002-04-14,USD,true,58183.44,2,Davivienda|Banistmo|HSBC
CU-0763,54111562,monetaria,460592.88,2005-05-27,GTQ,true,34072.61,2,G&T Continental|Citibank|BAC
CU-0764,13037859,credito,461273.3,2023-09-15,USD,true,52258.62,0,G&T Continental|Banistmo
CU-0765,72811481,ahorro,357386.97,2020-12-27,GTQ,true,42675.2,4,Banrural|Banistmo|HSBC
CU-0766,73079869,corriente,64454.13,2009-02-04,USD,true,58807.86,3,Davivienda|Industrial
CU-0767,26188599,corriente,242324.91,2010-03-03,GTQ,true,55965.82,0,G&T Continental
CU-0768,48493103,ahorro,336705.08,2016-06-07,USD,true,97028.06,0,G&T Continental
CU-0769,97420280,monetaria,334399.4,2013-02-24,GTQ,true,21328.73,3,G&T Continental
CU-0770,26313047,credito,292332.64,2017-03-30,USD,true,55148.6,3,Banistmo|Citibank
CU-0771,73372216,ahorro,194161.24,2019-11-06,USD,true,43693.07,5,Industrial
CU-0772,87586461,monetaria,348339.22,2006-05-16,GTQ,false,11544.01,3,G&T Continental|Industrial
CU-0773,19757579,ahorro,239911.53,2000-06-07,GTQ,true,97922.51,5,HSBC|Banistmo|Banrural
CU-0774,47858700,corriente,351259.55,2005-01-17,USD,true,57788.73,2,HSBC|Davivienda|BAC
CU-0775,39580332,ahorro,4614.56,2004-10-21,USD,true,80948.96,0,Industrial|BAC
CU-0776,29778338,ahorro,183834.63,2003-03-13,GTQ,true,76365.07,5,Banistmo|Citibank|G&T Continental
CU-0777,64261526,corriente,115159.74,2014-10-20,GTQ,true,9347.24,2,Banrural
CU-0778,47062518,credito,210015.86,2006-12-22,GTQ,true,58520.78,3,Citibank
CU-0779,73412327,corriente,275680.67,2014-05-25,USD,true,11116.71,4,Davivienda
CU-0780,76126295,monetaria,403493.59,2006-01-04,GTQ,true,56278.72,4,Citibank
CU-0781,58624477,monetaria,76959.62,2002-01-17,USD,true,46185.98,1,Banistmo|BAC|Banrural
CU-0782,49679565,monetaria,217283.41,2016-08-02,USD,true,46257.6,1,Citibank
CU-0783,18678230,credito,50423.68,2020-08-30,GTQ,true,46384.53,2,HSBC|Banistmo
CU-0784,97555419,credito,265545.1,2010-04-24,GTQ,true,21651.3,3,HSBC|Banrural
CU-0785,81145634,ahorro,388046.5,2019-11-03,GTQ,false,30171.41,2,Davivienda|Citibank|Banrural
CU-0786,61448694,ahorro,80579.82,2007-10-01,GTQ,true,39442.72,4,G&T Continental|Industrial
CU-0787,34955973,monetaria,498514.36,2020-02-16,GTQ,true,1028.56,5,Industrial|Banrural
CU-0788,74187587,ahorro,429763.23,2009-04-06,MXN,true,54848.99,3,Banistmo|Citibank
CU-0789,28570788,monetaria,301672.9,2009-10-09,EUR,true,50394.97,3,BAC|Industrial|Citibank
CU-0790,14054656,monetaria,258264.74,2023-06-23,MXN,true,23375.59,0,Citibank|Banistmo|G&T Continental
CU-0791,41583718,monetaria,2516.23,2001-02-20,USD,true,60398.41,1,Industrial|HSBC
CU-0792,66119122,ahorro,478475.04,2014-09-07,GTQ,true,95154.47,0,Industrial|Citibank
CU-0793,98078722,monetaria,205452.69,2002-08-04,USD,true,88183.59,3,Citibank|G&T Continental|Banistmo
CU-0794,31311791,credito,425194.46,2001-03-28,GTQ,true,25967.2,1,Industrial|Banistmo
CU-0795,64014743,corriente,227448.55,2009-04-02,GTQ,true,17544.12,5,Davivienda
CU-0796,23863006,ahorro,380669.15,2020-11-06,USD,true,49009.58,4,Davivienda
CU-0797,24308677,credito,81773.03,2013-03-18,GTQ,true,37194.89,2,Banistmo|HSBC
CU-0798,84284004,corriente,15707.16,2007-11-19,MXN,true,95535.39,0,G&T Continental
CU-0799,35122935,ahorro,449193.63,2018-07-15,MXN,true,79471.34,0,HSBC
CU-0800,34747698,credito,133953.13,2003-06-22,GTQ,true,86835.15,3,BAC|Banrural
CU-0801,20789101,credito,461887.38,2019-12-28,EUR,false,34243.34,0,HSBC
CU-0802,88289539,corriente,103943.63,2018-07-15,USD,true,91682.03,3,Industrial|Banistmo|BAC
CU-0803,69132249,corriente,281382.31,2019-11-24,GTQ,true,55520.7,4,BAC
CU-0804,63378193,monetaria,129684.83,2007-01-04,EUR,true,61274.82,4,Banrural|Citibank
CU-0805,91016927,corriente,368949.13,2010-02-01,GTQ,true,99130.65,3,Banrural
CU-0806,31483603,ahorro,411034.35,2009-12-19,GTQ,false,97494.02,4,BAC|Banrural
CU-0807,67773629,credito,226007.53,2014-11-08,USD,true,16620.44,5,Citibank|Banrural
CU-0808,88935070,credito,132019.88,2016-10-04,GTQ,true,50566.55,4,HSBC|Banistmo
CU-0809,10374362,credito,373965.93,2016-04-19,USD,true,2170.04,0,BAC|Citibank|Banistmo
CU-0810,23862374,corriente,297308.44,2007-06-11,GTQ,false,37140.36,2,BAC
CU-0811,47512892,monetaria,270878.06,2001-07-20,GTQ,true,15687.75,1,Industrial
CU-0812,33261698,ahorro,478680.95,2010-12-22,GTQ,false,80958.75,5,Citibank|Banistmo
CU-0813,17969791,ahorro,308904.98,2010-02-23,MXN,true,79621.46,5,Industrial
CU-0814,64334037,monetaria,347418.87,2009-05-03,USD,true,24560.32,1,Industrial|Davivienda
CU-0815,31905860,credito,65697.48,2001-03-12,GTQ,true,53836.58,5,Banrural
CU-0816,26955135,monetaria,376205.62,2004-01-22,GTQ,true,44433.1,2,Banistmo|G&T Continental|HSBC
CU-0817,90684112,corriente,475665.11,2005-04-15,GTQ,true,40148.85,0,Davivienda|G&T Continental
CU-0818,88919775,monetaria,138566.52,2002-12-10,MXN,true,59529.76,2,Banrural|HSBC|Davivienda
CU-0819,70147892,monetaria,310878.13,2004-05-21,GTQ,true,44633.85,5,Banrural
CU-0820,74641617,monetaria,115675.63,2017-12-23,GTQ,true,95079.07,3,G&T Continental|Citibank
CU-0821,78276013,credito,125563.2,2004-08-12,EUR,true,2540.48,4,Banrural|Industrial
CU-0822,40677962,ahorro,1756.99,2007-02-07,USD,true,90238.58,2,HSBC
CU-0823,18198612,corriente,82690.78,2004-09-30,GTQ,true,86005.98,2,Citibank
CU-0824,22628163,monetaria,104546.81,2006-04-05,GTQ,true,29951.27,5,Davivienda
CU-0825,75110960,credito,318674.48,2011-09-15,GTQ,true,37436.17,5,G&T Continental|Banrural
CU-0826,22539199,corriente,353952.09,2011-05-30,USD,true,70041.2,4,G&T Continental
CU-0827,10996386,monetaria,385716.22,2021-09-02,GTQ,true,63404.74,4,Industrial
CU-0828,41471125,corriente,294250.31,2019-04-16,GTQ,true,61751.12,0,Citibank
