clienteId,nombre,apellido,email,telefono,fechaNacimiento,activo,nivelRiesgo,etiquetasRiesgo,ingresoMensual
CL-0438,Amelia,Reyna,tomasrobledo@example.net,242.640.0504,1975-02-17,true,alto,viajero_frecuente,36630.11
CL-0439,Abril,Terán,jaimepolanco@example.org,318.551.7671x00,1989-08-28,true,bajo,nuevo_usuario|historial_fraude|empresa,15763.83
CL-0440,Abelardo,Altamirano,nprieto@example.com,1-012-565-2540,1985-12-20,true,bajo,viajero_frecuente|nuevo_usuario|cliente_vip,62728.98
CL-0441,Vanesa,Romo,german87@example.org,1-653-239-9892x,1983-07-11,true,medio,nuevo_usuario|cliente_vip|empresa,42493.04
CL-0442,Ilse,Segura,teresa13@example.org,029.191.9128x97,1955-02-13,true,bajo,,25992.04
CL-0443,María Teresa,Otero,maria-cristinaarevalo@example.com,02089577743,1963-11-13,true,medio,,30484.74
CL-0444,Augusto,Matos,buenoisaac@example.net,988-070-8988,1991-06-22,true,bajo,viajero_frecuente|alto_volumen|historial_fraude,36195.92
CL-0445,Jonás,Reyes,felicianozoe@example.org,107.644.0461x91,1959-09-21,true,bajo,viajero_frecuente|empresa|alto_volumen,92404.09
CL-0446,Espartaco,Ávalos,humbertoleiva@example.org,(449)197-7285,1979-06-29,true,medio,historial_fraude,35557.51
CL-0447,Oswaldo,Cortés,maria-teresarubio@example.com,700-987-1858x25,1992-09-21,true,medio,empresa,46548.71
CL-0448,Felipe,Flórez,aalcantar@example.net,08368714156,2000-12-22,false,bajo,alto_volumen|empresa|nuevo_usuario,60905.59
CL-0449,Alvaro,Santacruz,mnarvaez@example.net,(329)939-4034,1969-02-23,true,bajo,historial_fraude|empresa,87066.02
CL-0450,Paola,Peña,barraganleonel@example.com,(058)268-8953x5,1957-07-02,true,critico,nuevo_usuario|empresa|alto_volumen,28842.72
CL-0451,Patricia,Torres,delia70@example.net,535.385.1247,1973-04-11,true,bajo,historial_fraude|cliente_vip|alto_volumen,7266.74
CL-0452,Alberto,Gómez,alejandro29@example.net,(419)185-8859,1967-10-26,true,alto,nuevo_usuario|empresa|alto_volumen,43071.91
CL-0453,Luis Manuel,Malave,genaro42@example.com,000-922-3486x48,1989-03-09,true,bajo,empresa,69904.34
CL-0454,Reina,Salcedo,xmeza@example.com,+97(1)113819896,2000-04-27,true,bajo,,60518.61
CL-0455,Estela,Vázquez,esparta19@example.org,450-531-7697x11,1978-05-25,false,bajo,nuevo_usuario,89857.11
CL-0456,Clemente,Villalobos,giljose-eduardo@example.net,1-344-368-0983x,1973-07-30,true,alto,nuevo_usuario|viajero_frecuente|historial_fraude,2360.34
CL-0457,Luisa,Camarillo,ahinojosa@example.com,1-998-054-2283x,1990-04-24,true,bajo,empresa,58680.95
CL-0458,Humberto,Palomino,mcorrea@example.org,(139)191-5270x5,1998-12-29,true,bajo,historial_fraude,60892.45
CL-0459,Micaela,Pedroza,esegura@example.com,939.754.8728,2001-10-01,true,bajo,alto_volumen,38285.13
CL-0460,Emilio,Peralta,mariairizarry@example.net,832-625-2787x74,1961-03-11,true,bajo,nuevo_usuario|cliente_vip,65593.34
CL-0461,Paulina,Saiz,abelardo27@example.org,253.211.3804,1996-12-08,true,bajo,nuevo_usuario|empresa|historial_fraude,34911.01
CL-0462,Hermelinda,García,kguzman@example.org,1-229-324-2180,1999-08-04,true,alto,historial_fraude|nuevo_usuario|alto_volumen,55190.76
CL-0463,Cristal,Castañeda,quintanillasusana@example.com,744-733-9987x97,1957-11-11,true,bajo,empresa|nuevo_usuario|viajero_frecuente,12173.58
CL-0464,Adán,Rosario,jeronimo90@example.org,724.678.5406,1989-11-04,true,medio,viajero_frecuente|historial_fraude|empresa,80975.32
CL-0465,Felix,Barrera,maria-del-carmenparedes@example.net,1-370-615-5437x,1999-06-27,true,medio,alto_volumen|empresa|historial_fraude,21164.9
CL-0466,Micaela,Valentín,natividadorellana@example.org,1-269-725-2706x,1981-06-15,true,bajo,,91574.87
CL-0467,Olivia,Colón,itzel64@example.net,142.284.0068x63,1995-07-15,true,bajo,viajero_frecuente|nuevo_usuario|alto_volumen,88201.5
CL-0468,Esmeralda,Sauceda,guillermina92@example.com,103-632-4553x34,1987-03-12,false,bajo,empresa|alto_volumen|viajero_frecuente,4572.19
CL-0469,Elvira,Correa,timoteo27@example.com,563.487.7600,2001-05-02,true,medio,nuevo_usuario|alto_volumen,25699.45
CL-0470,Serafín,Alba,ivan08@example.com,(159)227-6059x7,1985-04-15,true,critico,cliente_vip,80530.5
CL-0471,Alejandra,Granados,claudiafierro@example.org,1-749-485-0523,1985-01-10,true,bajo,empresa,19024.29
CL-0472,David,Alcaraz,maria40@example.net,229-961-4071x84,1970-09-21,true,alto,historial_fraude,80514.85
CL-0473,Julio César,Quintanilla,gonzalezraul@example.org,1-471-928-5160x,1978-12-04,true,bajo,empresa|nuevo_usuario|alto_volumen,11140.01
CL-0474,Cristian,Bétancourt,sessa09@example.org,(181)156-9249,1998-10-11,true,bajo,viajero_frecuente,9719.71
CL-0475,Rosa,Iglesias,etamez@example.org,290-579-1949,1982-02-16,true,bajo,historial_fraude,65947.23
CL-0476,Concepción,Santacruz,ursula36@example.org,224.749.9985x22,1972-01-02,true,bajo,cliente_vip,81095.54
CL-0477,Adriana,Meléndez,bruno51@example.com,1-696-220-5806x,1974-09-02,true,bajo,empresa|viajero_frecuente,16089.41
CL-0478,Abril,Olivares,alfonsosalas@example.org,009-225-4263,1959-12-15,true,bajo,,60397.66
CL-0479,Rodrigo,Sotelo,dmontanez@example.com,253-802-4269,1958-04-29,true,bajo,nuevo_usuario|alto_volumen,84773.11
CL-0480,Alma,Frías,mario36@example.net,(425)390-1803,1959-01-12,true,alto,historial_fraude,4151.78
CL-0481,Fabiola,Quiñónez,juradojaqueline@example.com,747.080.2647x34,1968-11-12,true,bajo,,38774.93
CL-0482,Emiliano,Meléndez,zamoracamila@example.net,487-017-4163x79,1950-11-29,true,bajo,alto_volumen|empresa|nuevo_usuario,66647.31
CL-0483,Amalia,Rico,arenasmonica@example.com,02293689832,1960-07-07,true,medio,,99386.48
CL-0484,Angélica,Galindo,rosario66@example.net,1-441-531-4824,1964-03-18,true,bajo,,26941.1
CL-0485,Rubén,Holguín,ivan36@example.net,1-639-498-0761,1998-01-31,false,bajo,,52150.98
CL-0486,Renato,Granado,uvergara@example.org,620-814-7646x50,1952-08-24,true,bajo,viajero_frecuente|alto_volumen,23536.59
CL-0487,Vicente,Ocampo,espartaroybal@example.org,02493995054,1974-07-21,true,medio,nuevo_usuario,95416.48
CL-0488,Ricardo,de Jesús,trevinoemilia@example.net,360.040.2569x51,1989-02-13,true,bajo,historial_fraude|empresa,41194.33
CL-0489,Gerardo,Gonzales,diego36@example.net,1-355-076-4378x,1975-03-21,true,bajo,alto_volumen,12083.67
CL-0490,Carolina,Nieves,teresa89@example.net,+83(2)646177445,1993-10-07,true,medio,alto_volumen|empresa,45723.46
CL-0491,Rocío,Jiménez,dulce80@example.com,+31(9)476077682,1959-08-26,true,bajo,nuevo_usuario|cliente_vip,44072.67
CL-0492,José Emilio,Serrato,tgarrido@example.org,(144)307-6910x4,1990-04-27,true,bajo,empresa|viajero_frecuente,5308.48
CL-0493,Irma,Carrión,adalberto69@example.org,819.710.5722x80,1985-09-25,false,bajo,nuevo_usuario|cliente_vip|empresa,19630.62
CL-0494,Alonso,Montez,sayala@example.org,494.507.9542,1972-01-04,true,bajo,nuevo_usuario,66381.55
CL-0495,Iván,Naranjo,manuel84@example.com,1-660-315-6599,1978-08-01,true,bajo,viajero_frecuente|empresa,72246.66
CL-0496,Esperanza,Collazo,jrojo@example.com,1-640-950-8990,1955-12-11,true,bajo,alto_volumen|cliente_vip,60976.59
CL-0497,Mariana,Quintero,camposmiguel-angel@example.org,963-943-2143,2000-04-29,true,bajo,,61574.63
CL-0498,Alta  Gracia,Mercado,ccornejo@example.com,830-845-9939x73,2001-06-29,true,alto,,43331.51
CL-0499,Esparta,Villegas,jcorrea@example.com,636-194-9185x92,1967-09-08,false,medio,nuevo_usuario|alto_volumen,50405.56
CL-0500,José Emilio,Montenegro,barrazaeduardo@example.net,05551505421,1961-02-18,true,bajo,historial_fraude|viajero_frecuente,60940.21
CL-0501,Luis Miguel,Maya,eestrada@example.net,651-886-9919x28,1951-11-28,true,bajo,cliente_vip,65079.33
CL-0502,Samuel,Roybal,ramosmarisela@example.com,+97(9)638019457,1991-06-06,true,alto,,84481.0
CL-0503,Ángel,Gurule,angelalinares@example.org,+75(7)942529313,1980-04-08,true,bajo,,8806.5
CL-0504,Gustavo,Cortés,francisco-javier38@example.net,959.425.4359,1978-06-16,true,bajo,empresa|nuevo_usuario|cliente_vip,41233.75
CL-0505,Serafín,Valdez,godoyjaime@example.net,04594869821,1954-03-23,true,bajo,historial_fraude|cliente_vip,70252.78
CL-0506,Martha,Salazar,eloisa20@example.com,1-069-061-3667,1983-07-19,true,bajo,,12068.87
CL-0507,Benito,Bernal,rosa01@example.org,131.306.9208x75,1962-06-13,true,bajo,,33640.19
CL-0508,Miguel Ángel,Córdova,alicia39@example.net,1-379-117-4329x,1967-02-24,true,medio,alto_volumen|empresa|viajero_frecuente,81603.64
CL-0509,Mayte,Sevilla,merinojaqueline@example.net,(413)512-8241,1954-09-17,true,medio,,78924.52
CL-0510,Mauricio,Jasso,dulcecazares@example.com,226.895.9788,1979-07-19,true,bajo,viajero_frecuente|nuevo_usuario,79579.53
CL-0511,Virginia,Dávila,zgonzales@example.org,(580)196-3645x2,2002-05-06,true,bajo,alto_volumen,14376.29
CL-0512,Claudio,Montalvo,maestasdolores@example.net,1-716-193-8573,1996-10-23,true,alto,empresa|historial_fraude|viajero_frecuente,58632.7
CL-0513,Graciela,Feliciano,alicia63@example.net,(342)550-9429x1,1970-04-06,true,medio,nuevo_usuario|historial_fraude,77087.79
CL-0514,Martha,Oquendo,ealba@example.org,760.226.8435,1968-06-21,true,medio,cliente_vip|alto_volumen,9364.15
CL-0515,María Elena,Palacios,ocasarez@example.net,433-086-6876x74,1969-05-23,true,bajo,viajero_frecuente,39735.9
CL-0516,Catalina,Calderón,serranoelsa@example.net,790.615.5484x20,1997-05-03,true,bajo,alto_volumen|cliente_vip,32709.18
CL-0517,Claudia,Núñez,qlimon@example.org,1-528-689-6509,1961-09-01,true,alto,empresa|alto_volumen|viajero_frecuente,37637.09
CL-0518,Miguel Ángel,Gamboa,arceliaharo@example.net,1-917-224-6627x,1966-11-11,true,critico,historial_fraude,43463.21
CL-0519,Laura,Concepción,sofiaolivo@example.com,295.136.5200x36,1963-03-20,true,medio,,12502.99
CL-0520,Olivia,Mascareñas,dcarvajal@example.net,1-613-060-0224x,1991-05-07,true,bajo,,4801.45
CL-0521,Elena,Pelayo,cbustos@example.org,06486818032,1999-05-16,true,medio,nuevo_usuario|empresa|viajero_frecuente,44284.42
CL-0522,Guadalupe,Aguirre,alejandraprieto@example.org,1-036-279-5899,1989-08-05,true,bajo,cliente_vip|nuevo_usuario|viajero_frecuente,11585.64
CL-0523,Enrique,Nieto,alejandro50@example.net,783-004-6820x05,1986-02-16,true,medio,alto_volumen|nuevo_usuario|empresa,29040.72
CL-0524,Nayeli,Espinoza,augusto26@example.org,603.894.8049x13,1959-12-19,true,medio,viajero_frecuente|empresa|alto_volumen,7207.5
CL-0525,Iván,Hidalgo,rendonraul@example.net,002.771.6079x46,1997-09-27,true,bajo,alto_volumen|viajero_frecuente,24193.57
CL-0526,Teodoro,Roque,jaime51@example.net,(535)252-0314,1969-09-23,true,medio,historial_fraude|empresa|viajero_frecuente,88193.71
CL-0527,Aida,Sevilla,alfaroisaac@example.com,527-906-9812x28,1968-04-06,true,bajo,alto_volumen,30223.27
CL-0528,Aurelio,Ibarra,luisa27@example.net,(040)822-9917x2,1958-06-16,true,bajo,,90962.68
CL-0529,Julia,Apodaca,bvaca@example.com,09314910189,1965-04-10,true,medio,empresa|alto_volumen,8806.55
CL-0530,Sara,Sevilla,horacioramon@example.com,(161)124-7207,1988-05-23,true,bajo,alto_volumen|viajero_frecuente|historial_fraude,19396.48
CL-0531,Clara,Carranza,horacio16@example.com,435.056.6259x07,1965-04-26,true,bajo,,85602.79
CL-0532,René,Cisneros,ernestoozuna@example.com,+20(2)154981540,1972-03-16,true,bajo,cliente_vip|viajero_frecuente|historial_fraude,6427.3
CL-0533,Zacarías,Jimínez,israel17@example.net,1-387-268-3324x,1995-02-21,true,bajo,alto_volumen|cliente_vip,16365.13
CL-0534,Martín,Fuentes,benavidesalejandro@example.org,103-556-9299,1990-08-10,true,bajo,empresa|nuevo_usuario,36376.54
CL-0535,Ruby,Delgadillo,mmatos@example.org,+91(9)370393389,1951-03-21,true,bajo,nuevo_usuario|empresa|historial_fraude,31511.14
CL-0536,Pamela,Rincón,telleztimoteo@example.org,(807)842-1824x7,1963-04-09,true,bajo,viajero_frecuente|nuevo_usuario|empresa,85914.02
CL-0537,Leonardo,Maya,dzamora@example.com,286-237-3686x43,1994-08-30,false,medio,nuevo_usuario,58603.25
CL-0538,Porfirio,Granado,xfernandez@example.org,760.412.0601,1967-05-23,true,medio,nuevo_usuario|alto_volumen|viajero_frecuente,39022.27
CL-0539,Mateo,Venegas,patricioduran@example.net,1-321-838-1780,1990-04-22,true,bajo,empresa|cliente_vip,87857.1
CL-0540,Ángela,Carrera,leonardoesquibel@example.net,1-504-713-5101,2002-11-09,true,bajo,nuevo_usuario|historial_fraude,99406.48
CL-0541,Virginia,Jurado,asuncion44@example.org,979.343.0259,2001-12-28,true,bajo,,35640.9
CL-0542,Celia,Lozano,gabriela23@example.org,622-437-0697,1975-11-16,true,medio,historial_fraude|cliente_vip|nuevo_usuario,2816.82
CL-0543,Marisol,Salas,genarolucio@example.org,09341088922,1963-06-24,true,alto,historial_fraude,30398.61
CL-0544,Gustavo,Meléndez,margarita52@example.net,1-170-951-3773x,1993-09-04,true,bajo,nuevo_usuario,80378.94
CL-0545,Bernabé,Laureano,carmen66@example.com,(549)405-4538x9,1969-07-01,true,bajo,,60121.02
CL-0546,Florencia,Aguirre,nmaldonado@example.com,052-837-8667x67,1981-08-08,true,bajo,viajero_frecuente|historial_fraude,2062.89
CL-0547,Esteban,Ulloa,abel77@example.org,02230744694,2000-04-22,true,bajo,nuevo_usuario|cliente_vip,10428.34
CL-0548,Luisa,Rosado,veronicanavarrete@example.com,(505)946-6240x2,2002-07-03,true,bajo,historial_fraude,30498.6
CL-0549,Augusto,Matías,hgalarza@example.com,972.659.7674x23,1987-11-29,true,bajo,alto_volumen|historial_fraude,90607.96
CL-0550,Martín,Terán,estela49@example.net,+82(5)045947377,1965-07-19,true,alto,cliente_vip|nuevo_usuario,68534.47
CL-0551,Débora,Rolón,nicolasesquibel@example.net,153.564.1490x90,1967-11-25,true,bajo,empresa,42798.61
CL-0552,Renato,Pérez,ordonezfrida@example.com,026.732.8320x14,2000-11-02,true,bajo,viajero_frecuente|nuevo_usuario,47193.13
CL-0553,Daniela,Vanegas,fvelasquez@example.org,(109)103-7464x9,1978-02-07,true,bajo,viajero_frecuente|alto_volumen|historial_fraude,69146.0
CL-0554,Diego,Ibarra,enriquegutierrez@example.org,770-403-2101x02,1987-09-23,true,bajo,historial_fraude|empresa,47205.83
CL-0555,Esmeralda,Valenzuela,mvelasco@example.com,08049358053,1987-10-06,true,alto,,15777.39
CL-0556,Miguel,Rubio,cristalrenteria@example.org,1-983-376-2183,1995-12-14,true,alto,cliente_vip,62847.19
CL-0557,Elvia,Montenegro,pfranco@example.com,280-093-2152x06,1961-04-19,true,alto,viajero_frecuente|historial_fraude,2583.38
CL-0558,Eric,Salas,jose57@example.net,(540)937-9856x4,1974-03-29,true,medio,viajero_frecuente|empresa|cliente_vip,65688.23
CL-0559,Bernardo,Ibarra,taniagallegos@example.net,1-360-982-6405x,1976-01-26,true,bajo,,69678.1
CL-0560,Isabel,Miramontes,de-la-torrehermelinda@example.com,1-693-638-2469x,2002-06-13,true,alto,,74457.62
CL-0561,Roberto,Otero,hector20@example.com,219-994-5285,1962-12-07,true,bajo,cliente_vip,96793.29
CL-0562,Miriam,Barraza,felixvalentin@example.org,1-914-351-0121x,1977-11-22,true,bajo,nuevo_usuario,93780.06
CL-0563,Eugenia,de la Garza,imaya@example.org,287.318.1688,1956-01-10,false,medio,viajero_frecuente,61171.48
CL-0564,Mariano,Ballesteros,ppantoja@example.com,155-974-6569x91,1972-03-06,true,bajo,,48426.76
CL-0565,Sonia,Angulo,rubenbenitez@example.org,01341626338,1976-11-27,true,medio,historial_fraude|viajero_frecuente|cliente_vip,98304.23
CL-0566,Uriel,Prado,rvillalpando@example.com,1-495-812-6607,1961-01-19,true,medio,cliente_vip|historial_fraude,64347.32
CL-0567,Paola,Rubio,bespinosa@example.com,00768619529,1995-11-22,true,bajo,alto_volumen,55574.74
CL-0568,Linda,Romo,toroadalberto@example.net,184-687-1260x66,2002-10-27,true,bajo,nuevo_usuario|viajero_frecuente,67434.57
CL-0569,Gloria,Barrientos,elenaolivo@example.net,807.306.7906x26,1991-08-17,true,bajo,,43633.63
CL-0570,Alberto,Espinal,luz95@example.com,134-285-3829x91,1950-12-28,true,bajo,viajero_frecuente|cliente_vip|historial_fraude,5340.19
CL-0571,Leonor,Uribe,virginia35@example.org,327-263-1887,1991-12-24,true,medio,viajero_frecuente|nuevo_usuario|alto_volumen,46918.32
CL-0572,Eva,Ayala,abigail12@example.com,00969413566,1994-11-30,true,bajo,nuevo_usuario,51314.15
CL-0573,María Elena,Salazar,odavila@example.com,(482)819-9717x0,1963-08-02,true,bajo,cliente_vip|viajero_frecuente|alto_volumen,72482.49
CL-0574,Dulce María,Longoria,aguilerapascual@example.com,168.915.5313x48,1977-03-06,true,bajo,nuevo_usuario,8684.59
CL-0575,Pedro,Vigil,gonzalesflavio@example.com,+67(6)489415979,2001-09-05,true,medio,historial_fraude|empresa|alto_volumen,51684.06
CL-0576,Cornelio,Berríos,claravalle@example.org,453.586.6410x49,2002-10-30,true,medio,alto_volumen|nuevo_usuario,36113.33
CL-0577,Felix,Solís,lmares@example.com,1-074-777-8450x,1964-04-12,true,medio,viajero_frecuente|empresa|cliente_vip,67195.58
CL-0578,Úrsula,Chapa,raelelvira@example.org,1-127-192-3121x,1959-06-17,true,bajo,nuevo_usuario|alto_volumen|cliente_vip,19051.8
CL-0579,Juan Carlos,Nevárez,karina25@example.com,(561)091-1719x4,1960-04-09,false,alto,viajero_frecuente|empresa|nuevo_usuario,75493.62
CL-0580,María Teresa,Ramos,federicoaguilar@example.com,021-400-7621x72,1965-08-13,true,bajo,cliente_vip|viajero_frecuente,70475.12
CL-0581,Cynthia,Solís,oliver37@example.net,(142)563-0101x4,1972-08-26,true,bajo,alto_volumen,68527.2
CL-0582,Tomás,Avilés,ignacio64@example.net,(732)883-5412x9,1997-06-01,true,bajo,historial_fraude,20844.99
CL-0583,Luis Manuel,Zelaya,armendarizfernando@example.com,477.256.4954x05,1968-04-05,false,bajo,,15775.13
CL-0584,David,Zepeda,eliasornelas@example.org,(536)939-2568x1,1980-07-26,true,bajo,cliente_vip|empresa|viajero_frecuente,73537.76
CL-0585,Modesto,Becerra,maximilianovillagomez@example.net,925.733.2056x35,1994-12-07,true,alto,alto_volumen|empresa|historial_fraude,62610.93
CL-0586,Cristal,Vargas,alcarazpascual@example.com,085.998.0825,1989-05-17,true,bajo,viajero_frecuente,38859.59
CL-0587,Salma,Casares,yarce@example.net,955-280-5891x24,1961-05-30,true,bajo,,31226.24
CL-0588,Uriel,Mascareñas,julia11@example.com,705.361.1597,2003-12-18,true,bajo,viajero_frecuente,4209.16
CL-0589,Magdalena,Olivárez,octaviozaragoza@example.net,08200474019,1982-02-09,true,medio,nuevo_usuario|historial_fraude,87404.39
CL-0590,Miriam,Orellana,lorenasaucedo@example.net,+54(4)754847188,1997-12-11,true,critico,,85613.13
CL-0591,Patricia,Anguiano,velazquezjose-luis@example.org,(844)781-4347x4,1955-01-31,true,alto,historial_fraude|cliente_vip,89397.22
CL-0592,Pamela,Ramírez,jose-luis80@example.org,(762)145-4485,1952-11-23,true,bajo,empresa|viajero_frecuente,27566.35
CL-0593,Ruby,Cepeda,sandraperes@example.net,(493)516-7071x8,1962-07-01,true,bajo,,82042.71
CL-0594,Zacarías,Alfaro,samuel56@example.net,540.788.5214x20,1971-02-20,true,bajo,,80954.88
CL-0595,Modesto,Cazares,rosarubio@example.org,920.788.2120,1981-01-10,true,bajo,,95090.96
CL-0596,Esther,Preciado,cavazosalfonso@example.net,1-910-371-1884x,1999-06-22,true,bajo,,14687.53
CL-0597,Norma,Merino,asuncion16@example.org,03967847873,1953-03-12,true,medio,,24074.01
CL-0598,Gerónimo,Verduzco,paezesparta@example.com,+64(0)421986265,1954-12-19,false,bajo,nuevo_usuario|alto_volumen|viajero_frecuente,78618.61
CL-0599,Israel,Calvillo,rubenacosta@example.org,+51(5)529279285,1954-09-05,true,bajo,empresa|viajero_frecuente|historial_fraude,38968.33
CL-0600,Jacinto,Fernández,echeverriaelias@example.org,1-897-448-7720x,1989-04-16,true,bajo,cliente_vip|alto_volumen|viajero_frecuente,62334.01
CL-0601,Karla,Robledo,gracielagallegos@example.net,050.548.0774x42,1989-03-01,true,alto,alto_volumen|nuevo_usuario,25340.68
CL-0602,Eduardo,Leyva,juancervantez@example.net,443.570.0618,1970-05-18,true,bajo,,75751.77
CL-0603,Isaac,Pichardo,espartaco54@example.net,923.156.4255,1951-05-04,true,medio,,26492.4
CL-0604,Timoteo,Benavídez,resendezangelica@example.com,(302)916-2994,1961-05-15,true,bajo,,29694.41
CL-0605,Isaac,Ruiz,eugenia93@example.com,1-148-141-7293x,1961-08-21,true,bajo,nuevo_usuario,48912.73
CL-0606,Cristal,Jáquez,eloisa37@example.com,+54(5)964939016,1956-11-07,true,bajo,,55277.33
CL-0607,Mónica,Zamudio,dulce25@example.org,032.982.9374x71,1977-02-27,true,bajo,alto_volumen|historial_fraude,78460.42
CL-0608,Eduardo,Benavides,dalia40@example.net,1-618-090-1074x,1974-01-01,true,bajo,cliente_vip,55059.08
CL-0609,Miguel,Vela,raul34@example.net,1-215-912-2668x,1993-08-15,true,bajo,historial_fraude|cliente_vip,21948.38
CL-0610,Natalia,Valladares,uanaya@example.com,00711108964,1999-08-11,true,bajo,nuevo_usuario,38494.22
CL-0611,Claudio,Hernádez,ggollum@example.com,467.105.3437x27,1971-02-03,true,medio,viajero_frecuente,65690.99
CL-0612,Bianca,Ávalos,aldonzahernadez@example.org,314-547-6688,1951-11-29,true,bajo,,5308.11
CL-0613,Esmeralda,Porras,hurtadogustavo@example.com,+18(0)749769451,1975-01-15,true,bajo,nuevo_usuario|viajero_frecuente|cliente_vip,39625.75
CL-0614,Clemente,Cotto,porfirio95@example.net,467.163.9812x29,1970-02-19,true,bajo,historial_fraude|empresa|viajero_frecuente,20073.83
CL-0615,José Luis,Arreola,rsoliz@example.net,(302)429-1392,1977-05-18,false,bajo,,76773.64
CL-0616,Ángel,Abreu,olveraabraham@example.org,1-734-578-6636,1969-06-05,true,alto,nuevo_usuario|cliente_vip,35412.55
CL-0617,Martín,Alvarado,miriammiranda@example.org,(856)094-8089x9,1999-08-22,true,medio,historial_fraude|viajero_frecuente|cliente_vip,72687.11
CL-0618,Francisca,Hernández,mariselasauceda@example.com,03937228038,1964-08-01,true,medio,historial_fraude|cliente_vip|nuevo_usuario,47798.58
CL-0619,Julio,Valentín,alfredo43@example.com,1-447-198-0924,1951-05-13,true,critico,alto_volumen,68894.68
CL-0620,Dulce,Medrano,elisa04@example.net,168-324-4247x49,1976-07-16,true,bajo,cliente_vip,40670.92
CL-0621,Pilar,Melgar,hildazarate@example.org,1-404-575-6394x,1951-02-09,true,medio,nuevo_usuario|empresa,57707.23
CL-0622,Lucas,Villegas,evelasco@example.com,07206269613,1991-07-07,false,bajo,alto_volumen|historial_fraude,2869.33
CL-0623,Marisela,Zúñiga,gaytanjaqueline@example.com,256.288.0483,1969-07-18,true,bajo,historial_fraude|cliente_vip,58797.89
CL-0624,Trinidad,Mora,hdelgadillo@example.net,1-935-093-7189x,1966-02-17,true,bajo,viajero_frecuente|historial_fraude,79100.1
CL-0625,José Eduardo,de la Torre,kruelas@example.com,+84(8)385864456,1963-03-07,true,bajo,alto_volumen|empresa|cliente_vip,66285.86
CL-0626,Trinidad,Sandoval,urrutiaalejandro@example.net,022.242.5283,1966-07-13,true,bajo,,86335.89
CL-0627,Marcos,Figueroa,valentinreynaldo@example.com,601-316-4922x74,1999-08-26,true,bajo,,7959.66
CL-0628,Jaqueline,Corona,pledesma@example.net,02454490022,1981-09-13,true,medio,nuevo_usuario|viajero_frecuente,6383.84
CL-0629,Celia,Hernández,zamoraantonia@example.com,02398766405,1956-12-13,true,bajo,,13091.89
CL-0630,María Teresa,Garica,qbriseno@example.com,+01(8)964592929,2001-03-03,true,bajo,nuevo_usuario,82623.91
CL-0631,Alta  Gracia,Ramírez,emilioacuna@example.net,1-865-599-4053x,1979-04-19,true,bajo,nuevo_usuario|alto_volumen|viajero_frecuente,37308.12
CL-0632,Fidel,Cavazos,jparra@example.org,792.356.7286,1952-10-17,true,critico,historial_fraude|nuevo_usuario,6371.84
CL-0633,Miriam,Pérez,silvano78@example.org,1-659-808-9564,1959-07-14,true,alto,,81187.35
CL-0634,Mayte,Rodríguez,lorenzo62@example.org,342.306.0029x66,2002-04-11,false,bajo,alto_volumen|historial_fraude,73173.46
CL-0635,Lorenzo,Domínguez,margaritagodoy@example.com,646.415.0988,1956-12-08,true,bajo,,99247.3
CL-0636,Socorro,Luna,luisadelgadillo@example.com,111-837-3561x44,1992-05-17,true,bajo,cliente_vip|viajero_frecuente|empresa,52992.93
CL-0637,Beatriz,Santacruz,jose-emilioponce@example.org,803.926.1155,1976-04-17,true,bajo,cliente_vip,34211.08
CL-0638,Caridad,Alva,patriciacabrera@example.org,1-885-502-3757x,1978-03-30,true,medio,alto_volumen|historial_fraude,13310.86
CL-0639,Pilar,Posada,taniavalles@example.com,(037)662-8200,2000-04-13,true,bajo,nuevo_usuario|viajero_frecuente|empresa,91634.28
CL-0640,Alejandra,Vásquez,gabinocontreras@example.net,(168)581-1290,1987-07-30,true,medio,historial_fraude,83126.47
CL-0641,Hugo,Mercado,gomezadalberto@example.net,623-720-4995x78,2002-06-18,true,critico,historial_fraude,61343.48
CL-0642,Yolanda,Galván,anayaamelia@example.net,+75(5)483758468,1957-04-24,true,medio,nuevo_usuario|viajero_frecuente,51492.54
CL-0643,Helena,Negrón,qtellez@example.org,013-034-6049x81,1990-09-26,false,bajo,empresa|alto_volumen|cliente_vip,13837.31
CL-0644,Itzel,Zedillo,andres16@example.com,(514)062-4017,1953-01-21,true,bajo,empresa|viajero_frecuente|alto_volumen,4345.28
CL-0645,María,Zaragoza,gerardosegovia@example.org,+54(3)126677741,1961-11-16,true,bajo,,53872.35
CL-0646,Dolores,Lebrón,barretoruby@example.com,1-624-171-4742x,1999-12-19,true,bajo,nuevo_usuario|alto_volumen|historial_fraude,30752.41
CL-0647,Joaquín,Duarte,paolamares@example.net,(785)804-8835x9,1959-09-02,true,bajo,cliente_vip|empresa,6433.29
CL-0648,Leticia,Pacheco,tamezhugo@example.org,(656)190-3079x3,1990-05-08,true,medio,historial_fraude|empresa,44697.63
CL-0649,Reina,Corrales,caridadsierra@example.net,(162)258-1266,1966-06-17,true,medio,empresa,59776.7
CL-0650,Jorge,Montaño,adan22@example.org,+27(1)002477795,1963-08-30,true,medio,,60168.22
CL-0651,Eloy,Ulloa,davidmarrero@example.org,(204)612-1296,1965-11-08,true,bajo,historial_fraude|nuevo_usuario|empresa,59631.93
CL-0652,Rodrigo,Zúñiga,kadame@example.net,845.147.2615,1970-11-02,true,alto,,35429.49
